ngay,mat_hang_clean,gia_moi
2017-10-20,Dầu hỏa,12990.0
2017-10-20,"Dầu DO 0,05S",14410.0
2017-10-20,Xăng RON 92-II,17870.0
2017-10-20,Xăng RON 92,17630.0
2017-10-20,Xăng RON 95,18770.0
2017-10-20,"Mazút No2B (3,5S)",11640.0
2017-10-20,"Mazút No2B (3,0S)",11790.0
2017-10-20,Mazút No3 (380),11540.0
2017-11-04,Xăng RON 95,19040.0
2017-11-04,"Dầu DO 0,05S",14610.0
2017-11-04,Xăng RON 92,17850.0
2017-11-04,Dầu hỏa,13190.0
2017-11-04,"Mazút No2B (3,5S)",11900.0
2017-11-04,"Mazút No2B (3,0S)",12050.0
2017-11-04,Xăng RON 92-II,18140.0
2017-11-04,Mazút No3 (380),11800.0
2017-11-20,Mazút No3 (380),12280.0
2017-11-20,Xăng RON 92,18240.0
2017-11-20,Xăng RON 95,19480.0
2017-11-20,"Dầu DO 0,05S",15010.0
2017-11-20,Dầu hỏa,13610.0
2017-11-20,Xăng RON 92-II,18580.0
2017-11-20,"Mazút No2B (3,0S)",12530.0
2017-11-20,"Mazút No2B (3,5S)",12380.0
2017-12-05,Xăng RON 95,19480.0
2017-12-05,Xăng RON 92-II,18580.0
2017-12-05,Xăng RON 92,18240.0
2017-12-05,Mazút No3 (380),12280.0
2017-12-05,Dầu hỏa,13610.0
2017-12-05,"Mazút No2B (3,0S)",12530.0
2017-12-05,"Mazút No2B (3,5S)",12380.0
2017-12-05,"Dầu DO 0,05S",15160.0
2017-12-15,Xăng RON 92,18240.0
2017-12-15,Mazút No3 (380),12280.0
2017-12-15,"Mazút No2B (3,0S)",12530.0
2017-12-15,Xăng RON 92-II,18580.0
2017-12-15,"Dầu DO 0,001S-V",15210.0
2017-12-15,"Dầu DO 0,05S",15160.0
2017-12-15,"Mazút No2B (3,5S)",12380.0
2017-12-15,Xăng RON 95,19480.0
2017-12-15,Dầu hỏa,13610.0
2018-01-01,Xăng RON 95,19480.0
2018-01-01,"Dầu DO 0,05S",15160.0
2018-01-01,"Dầu DO 0,001S-V",15210.0
2018-01-01,Dầu hỏa,13610.0
2018-01-01,Xăng RON 92,18240.0
2018-01-01,"Mazút No2B (3,5S)",12380.0
2018-01-01,"Mazút No2B (3,0S)",12530.0
2018-01-01,Mazút No3 (380),12280.0
2018-01-04,Xăng RON 95,20290.0
2018-01-04,Dầu hỏa,14110.0
2018-01-04,"Dầu DO 0,05S",15520.0
2018-01-04,Xăng RON 92,18240.0
2018-01-04,"Dầu DO 0,001S-V",15570.0
2018-01-04,"Mazút No2B (3,5S)",12610.0
2018-01-04,"Mazút No2B (3,0S)",12760.0
2018-01-04,Mazút No3 (380),12510.0
2018-01-19,Dầu hỏa,14560.0
2018-01-19,Xăng RON 95,20580.0
2018-01-19,"Dầu DO 0,001S-V",16000.0
2018-01-19,"Mazút No2B (3,5S)",12760.0
2018-01-19,Mazút No3 (380),12660.0
2018-01-19,"Mazút No2B (3,0S)",12910.0
2018-01-19,"Dầu DO 0,05S",15950.0
2018-01-19,Xăng RON 92,18670.0
2018-02-03,"Dầu DO 0,001S-V",16000.0
2018-02-03,Xăng RON 92,18670.0
2018-02-03,Xăng RON 95,20580.0
2018-02-03,Mazút No3 (380),12660.0
2018-02-03,"Dầu DO 0,05S",15950.0
2018-02-03,Dầu hỏa,14560.0
2018-02-03,"Mazút No2B (3,0S)",12910.0
2018-02-03,"Mazút No2B (3,5S)",12760.0
2018-02-21,"Dầu DO 0,001S-V",15760.0
2018-02-21,Xăng RON 95,20180.0
2018-02-21,Xăng RON 92,18340.0
2018-02-21,Mazút No3 (380),12420.0
2018-02-21,"Mazút No2B (3,5S)",12520.0
2018-02-21,"Mazút No2B (3,0S)",12670.0
2018-02-21,Dầu hỏa,14560.0
2018-02-21,"Dầu DO 0,05S",15710.0
2018-03-08,Mazút No3 (380),12420.0
2018-03-08,"Dầu DO 0,05S",15710.0
2018-03-08,Dầu hỏa,14560.0
2018-03-08,Xăng RON 92,18340.0
2018-03-08,"Mazút No2B (3,0S)",12670.0
2018-03-08,"Mazút No2B (3,5S)",12520.0
2018-03-08,"Dầu DO 0,001S-V",15760.0
2018-03-08,Xăng RON 95,20180.0
2018-03-23,Xăng RON 92,18340.0
2018-03-23,"Dầu DO 0,001S-V",15760.0
2018-03-23,"Dầu DO 0,05S",15710.0
2018-03-23,Xăng RON 95,20180.0
2018-03-23,Mazút No3 (380),12420.0
2018-03-23,"Mazút No2B (3,0S)",12670.0
2018-03-23,Dầu hỏa,14560.0
2018-03-23,"Mazút No2B (3,5S)",12520.0
2018-04-07,"Dầu DO 0,001S-V",16400.0
2018-04-07,Xăng RON 95,20700.0
2018-04-07,Dầu hỏa,15080.0
2018-04-07,Mazút No3 (380),12850.0
2018-04-07,Xăng RON 92,18930.0
2018-04-07,"Mazút No2B (3,0S)",13100.0
2018-04-07,"Dầu DO 0,05S",16350.0
2018-04-07,"Mazút No2B (3,5S)",12950.0
2018-04-23,"Mazút No2B (3,5S)",13360.0
2018-04-23,Xăng RON 92,18930.0
2018-04-23,"Dầu DO 0,05S",16730.0
2018-04-23,"Dầu DO 0,001S-V",16780.0
2018-04-23,Dầu hỏa,15580.0
2018-04-23,"Mazút No2B (3,0S)",13510.0
2018-04-23,Mazút No3 (380),13260.0
2018-04-23,Xăng RON 95,20700.0
2018-05-08,"Dầu DO 0,05S",17100.0
2018-05-08,Xăng RON 95,21110.0
2018-05-08,"Dầu DO 0,001S-V",17150.0
2018-05-08,Mazút No3 (380),13650.0
2018-05-08,"Mazút No2B (3,0S)",13900.0
2018-05-08,Xăng RON 92,19440.0
2018-05-08,"Mazút No2B (3,5S)",13750.0
2018-05-08,Dầu hỏa,15910.0
2018-05-23,Mazút No3 (380),14330.0
2018-05-23,Xăng RON 92,19940.0
2018-05-23,"Dầu DO 0,05S",17690.0
2018-05-23,Xăng RON 95,21710.0
2018-05-23,Dầu hỏa,16440.0
2018-05-23,"Mazút No2B (3,0S)",14580.0
2018-05-23,"Dầu DO 0,001S-V",17740.0
2018-05-23,"Mazút No2B (3,5S)",14430.0
2018-06-07,Dầu hỏa,16440.0
2018-06-07,Xăng RON 92,19940.0
2018-06-07,Xăng RON 95,21710.0
2018-06-07,"Dầu DO 0,001S-V",17740.0
2018-06-07,"Dầu DO 0,05S",17690.0
2018-06-07,Mazút No3 (380),14330.0
2018-06-07,"Mazút No2B (3,5S)",14430.0
2018-06-07,"Mazút No2B (3,0S)",14580.0
2018-06-22,Mazút No3 (380),14330.0
2018-06-22,"Mazút No2B (3,5S)",14430.0
2018-06-22,Xăng RON 92,19610.0
2018-06-22,Dầu hỏa,16050.0
2018-06-22,"Dầu DO 0,001S-V",17510.0
2018-06-22,"Dầu DO 0,05S",17460.0
2018-06-22,"Mazút No2B (3,0S)",14580.0
2018-06-22,Xăng RON 95,21370.0
2018-07-07,"Dầu DO 0,05S",17450.0
2018-07-07,Xăng RON 95,21370.0
2018-07-07,"Mazút No2B (3,5S)",14750.0
2018-07-07,"Dầu DO 0,001S-V",17500.0
2018-07-07,Mazút No3 (380),14650.0
2018-07-07,"Mazút No2B (3,0S)",14900.0
2018-07-07,Dầu hỏa,16240.0
2018-07-07,Xăng RON 92,19610.0
2018-07-23,Dầu hỏa,16170.0
2018-07-23,"Dầu DO 0,05S",17240.0
2018-07-23,Xăng RON 95,21370.0
2018-07-23,Xăng RON 92,19610.0
2018-07-23,"Mazút No2B (3,5S)",14750.0
2018-07-23,"Mazút No2B (3,0S)",14900.0
2018-07-23,"Dầu DO 0,001S-V",17290.0
2018-07-23,Mazút No3 (380),14650.0
2018-08-07,"Mazút No2B (3,0S)",15160.0
2018-08-07,Xăng RON 92,19610.0
2018-08-07,Dầu hỏa,16370.0
2018-08-07,"Mazút No2B (3,5S)",15010.0
2018-08-07,Mazút No3 (380),14910.0
2018-08-07,"Dầu DO 0,001S-V",17630.0
2018-08-07,"Dầu DO 0,05S",17530.0
2018-08-07,Xăng RON 95,21320.0
2018-08-22,"Dầu DO 0,001S-V",17780.0
2018-08-22,"Dầu DO 0,05S",17680.0
2018-08-22,Mazút No3 (380),14640.0
2018-08-22,Xăng RON 95,21320.0
2018-08-22,Xăng sinh học E5 RON 92-II,19610.0
2018-08-22,Xăng RON 92,19610.0
2018-08-22,Dầu hỏa,16260.0
2018-08-22,Xăng RON 95-III,21170.0
2018-08-22,"Mazút No2B (3,0S)",14890.0
2018-08-22,Xăng RON 95-IV,21370.0
2018-08-22,"Dầu DO 0,005S-IV",17730.0
2018-08-22,"Mazút No2B (3,5S)",14740.0
2018-09-06,Xăng RON 95-IV,21670.0
2018-09-06,Xăng RON 95-III,21470.0
2018-09-06,"Mazút No2B (3,5S)",14910.0
2018-09-06,"Dầu DO 0,005S-IV",18110.0
2018-09-06,Xăng RON 92,19910.0
2018-09-06,Xăng sinh học E5 RON 92-II,19910.0
2018-09-06,Mazút No3 (380),14810.0
2018-09-06,Xăng RON 95,21620.0
2018-09-06,"Mazút No2B (3,0S)",15060.0
2018-09-06,"Dầu DO 0,001S-V",18160.0
2018-09-06,"Dầu DO 0,05S",18060.0
2018-09-06,Dầu hỏa,16550.0
2018-09-21,Xăng RON 92,20230.0
2018-09-21,Xăng RON 95-IV,21970.0
2018-09-21,Dầu hỏa,16680.0
2018-09-21,"Mazút No2B (3,0S)",15090.0
2018-09-21,"Mazút No2B (3,5S)",14940.0
2018-09-21,Xăng RON 95,21920.0
2018-09-21,Xăng sinh học E5 RON 92-II,20230.0
2018-09-21,"Dầu DO 0,05S",18120.0
2018-09-21,"Dầu DO 0,005S-IV",18170.0
2018-09-21,Mazút No3 (380),14840.0
2018-09-21,"Dầu DO 0,001S-V",18220.0
2018-09-21,Xăng RON 95-III,21770.0
2018-10-06,Xăng sinh học E5 RON 92-II,20900.0
2018-10-06,"Dầu DO 0,05S",18610.0
2018-10-06,"Mazút No2B (3,0S)",15840.0
2018-10-06,"Mazút No2B (3,5S)",15690.0
2018-10-06,Xăng RON 92,20900.0
2018-10-06,Mazút No3 (380),15590.0
2018-10-06,Dầu hỏa,17080.0
2018-10-06,"Dầu DO 0,001S-V",18710.0
2018-10-06,Xăng RON 95-IV,22540.0
2018-10-06,Xăng RON 95-III,22340.0
2018-10-06,"Dầu DO 0,005S-IV",18660.0
2018-10-06,Xăng RON 95,22490.0
2018-10-22,"Mazút No2B (3,5S)",15690.0
2018-10-22,Dầu hỏa,17080.0
2018-10-22,Xăng sinh học E5 RON 92-II,20680.0
2018-10-22,Mazút No3 (380),15590.0
2018-10-22,"Mazút No2B (3,0S)",15840.0
2018-10-22,Xăng RON 92,20680.0
2018-10-22,"Dầu DO 0,001S-V",18710.0
2018-10-22,Xăng RON 95-IV,22400.0
2018-10-22,Xăng RON 95,22350.0
2018-10-22,"Dầu DO 0,005S-IV",18660.0
2018-10-22,Xăng RON 95-III,22200.0
2018-10-22,"Dầu DO 0,05S",18610.0
2018-11-06,Mazút No3 (380),15590.0
2018-11-06,Xăng RON 92,19600.0
2018-11-06,Dầu hỏa,17080.0
2018-11-06,"Mazút No2B (3,5S)",15690.0
2018-11-06,"Mazút No2B (3,0S)",15840.0
2018-11-06,"Dầu DO 0,05S",18540.0
2018-11-06,"Dầu DO 0,001S-V",18640.0
2018-11-06,Xăng RON 95-III,21060.0
2018-11-06,Xăng RON 95,21210.0
2018-11-06,Xăng RON 95-IV,21260.0
2018-11-06,"Dầu DO 0,005S-IV",18590.0
2018-11-06,Xăng sinh học E5 RON 92-II,19600.0
2018-11-21,Mazút No3 (380),15080.0
2018-11-21,Xăng sinh học E5 RON 92-II,18620.0
2018-11-21,"Mazút No2B (3,0S)",15330.0
2018-11-21,Dầu hỏa,16240.0
2018-11-21,"Dầu DO 0,05S",17630.0
2018-11-21,"Dầu DO 0,005S-IV",17680.0
2018-11-21,Xăng RON 95-IV,20170.0
2018-11-21,Xăng RON 95,20120.0
2018-11-21,Xăng RON 92,18620.0
2018-11-21,"Dầu DO 0,001S-V",17780.0
2018-11-21,"Mazút No2B (3,5S)",15180.0
2018-11-21,Xăng RON 95-III,19970.0
2018-12-06,"Mazút No2B (3,0S)",14550.0
2018-12-06,"Dầu DO 0,05S",16250.0
2018-12-06,"Dầu DO 0,001S-V",16400.0
2018-12-06,Xăng RON 95,18600.0
2018-12-06,Xăng RON 92,17180.0
2018-12-06,Xăng RON 95-IV,18650.0
2018-12-06,"Mazút No2B (3,5S)",14400.0
2018-12-06,Dầu hỏa,15250.0
2018-12-06,Xăng RON 95-III,18450.0
2018-12-06,Mazút No3 (380),14300.0
2018-12-06,Xăng sinh học E5 RON 92-II,17180.0
2018-12-06,"Dầu DO 0,005S-IV",16300.0
2018-12-21,Xăng RON 95-IV,18340.0
2018-12-21,Xăng RON 95-III,18140.0
2018-12-21,"Mazút No2B (3,5S)",14000.0
2018-12-21,Mazút No3 (380),13900.0
2018-12-21,Xăng RON 92,16780.0
2018-12-21,"Dầu DO 0,005S-IV",16050.0
2018-12-21,"Dầu DO 0,001S-V",16150.0
2018-12-21,"Dầu DO 0,05S",16000.0
2018-12-21,Dầu hỏa,15000.0
2018-12-21,"Mazút No2B (3,0S)",14150.0
2018-12-21,Xăng sinh học E5 RON 92-II,16780.0
2018-12-21,Xăng RON 95,18290.0
2019-01-01,"Dầu DO 0,05S",14900.0
2019-01-01,Xăng sinh học E5 RON 92-II,16270.0
2019-01-01,Xăng RON 95-III,17600.0
2019-01-01,Dầu hỏa,14180.0
2019-01-01,Xăng RON 95-IV,17800.0
2019-01-01,"Dầu DO 0,005S-IV",14950.0
2019-01-16,Dầu hỏa,14180.0
2019-01-16,Xăng RON 95-III,17600.0
2019-01-16,Xăng sinh học E5 RON 92-II,16270.0
2019-01-16,"Dầu DO 0,05S",14900.0
2019-01-31,Dầu hỏa,14180.0
2019-01-31,"Dầu DO 0,05S",14900.0
2019-01-31,Xăng sinh học E5 RON 92-II,16270.0
2019-01-31,Xăng RON 95-III,17600.0
2019-02-15,Xăng sinh học E5 RON 92-II,16270.0
2019-02-15,"Dầu DO 0,05S",14900.0
2019-02-15,Xăng RON 95-III,17600.0
2019-02-15,Dầu hỏa,14180.0
2019-03-02,Dầu hỏa,14880.0
2019-03-02,Xăng RON 95-III,18540.0
2019-03-02,Xăng sinh học E5 RON 92-II,17210.0
2019-03-02,"Dầu DO 0,05S",15860.0
2019-03-18,"Dầu DO 0,05S",15860.0
2019-03-18,Xăng RON 95-III,18540.0
2019-03-18,Xăng sinh học E5 RON 92-II,17210.0
2019-03-18,Dầu hỏa,14880.0
2019-04-02,Xăng sinh học E5 RON 92-II,18580.0
2019-04-02,Xăng RON 95-III,20030.0
2019-04-02,"Dầu DO 0,05S",17080.0
2019-04-02,Dầu hỏa,15970.0
2019-04-17,"Dầu DO 0,05S",17380.0
2019-04-17,Xăng sinh học E5 RON 92-II,19700.0
2019-04-17,Xăng RON 95-III,21230.0
2019-04-17,Dầu hỏa,16260.0
2019-05-02,"Dầu DO 0,05S",17690.0
2019-05-02,Dầu hỏa,16620.0
2019-05-02,Xăng RON 95-III,22190.0
2019-05-02,Xăng sinh học E5 RON 92-II,20680.0
2019-05-17,Xăng RON 95-III,21590.0
2019-05-17,Xăng sinh học E5 RON 92-II,20480.0
2019-05-17,Dầu hỏa,16420.0
2019-05-17,"Dầu DO 0,05S",17610.0
2019-06-01,"Dầu DO 0,05S",17390.0
2019-06-01,Xăng RON 95-III,21210.0
2019-06-01,Dầu hỏa,16220.0
2019-06-01,Xăng sinh học E5 RON 92-II,20210.0
2019-06-17,Xăng sinh học E5 RON 92-II,19230.0
2019-06-17,Dầu hỏa,15610.0
2019-06-17,"Dầu DO 0,05S",16650.0
2019-06-17,Xăng RON 95-III,20130.0
2019-07-02,Dầu hỏa,15930.0
2019-07-02,Xăng sinh học E5 RON 92-II,19650.0
2019-07-02,"Dầu DO 0,05S",16940.0
2019-07-02,Xăng RON 95-III,20510.0
2019-07-17,Xăng RON 95-III,21230.0
2019-07-17,"Dầu DO 0,05S",16990.0
2019-07-17,Xăng sinh học E5 RON 92-II,20270.0
2019-07-17,Dầu hỏa,15950.0
2019-08-01,"Dầu DO 0,05S",17020.0
2019-08-01,Dầu hỏa,15960.0
2019-08-01,Xăng RON 95-III,20910.0
2019-08-01,Xăng sinh học E5 RON 92-II,19900.0
2019-08-16,Xăng RON 95-III,20400.0
2019-08-16,Xăng sinh học E5 RON 92-II,19350.0
2019-08-16,"Dầu DO 0,05S",16500.0
2019-08-16,Dầu hỏa,15390.0
2019-08-31,Dầu hỏa,15320.0
2019-08-31,"Dầu DO 0,05S",16330.0
2019-08-31,Xăng RON 95-III,20230.0
2019-08-31,Xăng sinh học E5 RON 92-II,19220.0
2019-09-16,Xăng sinh học E5 RON 92-II,19110.0
2019-09-16,"Dầu DO 0,05S",16200.0
2019-09-16,Xăng RON 95-III,20140.0
2019-09-16,Dầu hỏa,15360.0
2019-10-01,Xăng RON 95-III,21060.0
2019-10-01,"Dầu DO 0,05S",16630.0
2019-10-01,Dầu hỏa,15780.0
2019-10-01,Xăng sinh học E5 RON 92-II,19780.0
2019-10-16,"Dầu DO 0,05S",16220.0
2019-10-16,Dầu hỏa,15250.0
2019-10-16,Xăng sinh học E5 RON 92-II,19470.0
2019-10-16,Xăng RON 95-III,20790.0
2019-10-31,Xăng RON 95-III,20440.0
2019-10-31,"Dầu DO 0,05S",16050.0
2019-10-31,Dầu hỏa,15130.0
2019-10-31,Xăng sinh học E5 RON 92-II,19250.0
2019-11-15,Xăng sinh học E5 RON 92-II,19500.0
2019-11-15,"Dầu DO 0,05S",15960.0
2019-11-15,Dầu hỏa,14960.0
2019-11-15,Xăng RON 95-III,20790.0
2019-11-30,Dầu hỏa,14960.0
2019-11-30,Xăng RON 95-III,21070.0
2019-11-30,Xăng sinh học E5 RON 92-II,19810.0
2019-11-30,"Dầu DO 0,05S",15980.0
2019-12-16,Dầu hỏa,15010.0
2019-12-16,Xăng sinh học E5 RON 92-II,19720.0
2019-12-16,"Dầu DO 0,05S",16060.0
2019-12-16,Xăng RON 95-III,20880.0
2019-12-31,"Dầu DO 0,05S",16590.0
2019-12-31,Dầu hỏa,15580.0
2019-12-31,Xăng sinh học E5 RON 92-II,19880.0
2019-12-31,Xăng RON 95-III,20990.0
2020-01-15,Xăng RON 95-III,20910.0
2020-01-15,Xăng sinh học E5 RON 92-II,19840.0
2020-01-15,"Dầu DO 0,05S",16540.0
2020-01-15,Dầu hỏa,15530.0
2020-01-30,Xăng RON 95-III,20120.0
2020-01-30,"Dầu DO 0,05S",16130.0
2020-01-30,Xăng sinh học E5 RON 92-II,19260.0
2020-01-30,Dầu hỏa,15060.0
2020-02-14,Xăng RON 95-III,19380.0
2020-02-14,Dầu hỏa,13950.0
2020-02-14,Xăng sinh học E5 RON 92-II,18500.0
2020-02-14,"Dầu DO 0,05S",15170.0
2020-02-29,"Dầu DO 0,05S",14780.0
2020-02-29,Dầu hỏa,13670.0
2020-02-29,Xăng RON 95-III,19120.0
2020-02-29,Xăng sinh học E5 RON 92-II,18340.0
2020-03-15,Dầu hỏa,11840.0
2020-03-15,Xăng RON 95-III,16810.0
2020-03-15,"Dầu DO 0,05S",13030.0
2020-03-15,Xăng sinh học E5 RON 92-II,16050.0
2020-03-29,"Dầu DO 0,05S",11250.0
2020-03-29,Dầu hỏa,9140.0
2020-03-29,Xăng RON 95-III,12560.0
2020-03-29,Xăng sinh học E5 RON 92-II,11950.0
2020-04-13,"Dầu DO 0,05S",10820.0
2020-04-13,Dầu hỏa,8630.0
2020-04-13,Xăng sinh học E5 RON 92-II,11340.0
2020-04-13,Xăng RON 95-III,11930.0
2020-04-28,Xăng RON 95-III,11630.0
2020-04-28,Xăng sinh học E5 RON 92-II,10940.0
2020-04-28,"Dầu DO 0,05S",9940.0
2020-04-28,Dầu hỏa,7960.0
2020-05-13,Dầu hỏa,7880.0
2020-05-13,Xăng RON 95-III,12230.0
2020-05-13,"Dầu DO 0,05S",9850.0
2020-05-13,Xăng sinh học E5 RON 92-II,11520.0
2020-05-28,Xăng RON 95-III,13120.0
2020-05-28,Xăng sinh học E5 RON 92-II,12400.0
2020-05-28,Dầu hỏa,8750.0
2020-05-28,"Dầu DO 0,05S",10740.0
2020-06-12,Dầu hỏa,9610.0
2020-06-12,"Dầu DO 0,05S",11510.0
2020-06-12,Xăng sinh học E5 RON 92-II,13390.0
2020-06-12,Xăng RON 95-III,14080.0
2020-06-27,Xăng RON 95-III,14970.0
2020-06-27,"Dầu DO 0,05S",12110.0
2020-06-27,Dầu hỏa,10030.0
2020-06-27,Xăng sinh học E5 RON 92-II,14250.0
2020-07-13,Xăng RON 95-III,14970.0
2020-07-13,"Dầu DO 0,05S",12110.0
2020-07-13,Xăng sinh học E5 RON 92-II,14250.0
2020-07-13,Dầu hỏa,10030.0
2020-07-28,Xăng RON 95-III,14970.0
2020-07-28,Dầu hỏa,10270.0
2020-07-28,Xăng sinh học E5 RON 92-II,14400.0
2020-07-28,"Dầu DO 0,05S",12390.0
2020-08-12,"Dầu DO 0,05S",12200.0
2020-08-12,Xăng RON 95-III,14920.0
2020-08-12,Xăng sinh học E5 RON 92-II,14400.0
2020-08-12,Dầu hỏa,10200.0
2020-08-27,Xăng sinh học E5 RON 92-II,14400.0
2020-08-27,Dầu hỏa,10120.0
2020-08-27,"Dầu DO 0,05S",11960.0
2020-08-27,Xăng RON 95-III,15110.0
2020-09-11,Dầu hỏa,9590.0
2020-09-11,Xăng RON 95-III,14980.0
2020-09-11,"Dầu DO 0,05S",11510.0
2020-09-11,Xăng sinh học E5 RON 92-II,14260.0
2020-09-26,"Dầu DO 0,05S",11120.0
2020-09-26,Xăng sinh học E5 RON 92-II,14210.0
2020-09-26,Dầu hỏa,9440.0
2020-09-26,Xăng RON 95-III,14980.0
2020-10-12,Xăng sinh học E5 RON 92-II,14260.0
2020-10-12,"Dầu DO 0,05S",11120.0
2020-10-12,Dầu hỏa,9590.0
2020-10-12,Xăng RON 95-III,15120.0
2020-10-27,Xăng RON 95-III,14940.0
2020-10-27,"Dầu DO 0,05S",11210.0
2020-10-27,Dầu hỏa,9710.0
2020-10-27,Xăng sinh học E5 RON 92-II,14100.0
2020-11-11,Dầu hỏa,9560.0
2020-11-11,Xăng sinh học E5 RON 92-II,13880.0
2020-11-11,"Dầu DO 0,05S",10830.0
2020-11-11,Xăng RON 95-III,14700.0
2020-11-26,Xăng RON 95-III,15350.0
2020-11-26,"Dầu DO 0,05S",11430.0
2020-11-26,Xăng sinh học E5 RON 92-II,14490.0
2020-11-26,Dầu hỏa,10130.0
2020-12-11,Xăng sinh học E5 RON 92-II,15120.0
2020-12-11,Xăng RON 95-III,16000.0
2020-12-11,Dầu hỏa,10770.0
2020-12-11,"Dầu DO 0,05S",11890.0
2020-12-26,"Dầu DO 0,05S",12370.0
2020-12-26,Xăng sinh học E5 RON 92-II,15510.0
2020-12-26,Dầu hỏa,11180.0
2020-12-26,Xăng RON 95-III,16470.0
2021-01-11,Dầu hỏa,11550.0
2021-01-11,Xăng sinh học E5 RON 92-II,15940.0
2021-01-11,Xăng RON 95-III,16930.0
2021-01-11,"Dầu DO 0,05S",12640.0
2021-01-26,Dầu hỏa,11900.0
2021-01-26,"Dầu DO 0,05S",13040.0
2021-01-26,Xăng sinh học E5 RON 92-II,16300.0
2021-01-26,Xăng RON 95-III,17270.0
2021-02-10,"Dầu DO 0,05S",13040.0
2021-02-10,Dầu hỏa,11900.0
2021-02-10,Xăng RON 95-III,17270.0
2021-02-10,Xăng sinh học E5 RON 92-II,16300.0
2021-02-25,Dầu hỏa,12610.0
2021-02-25,Xăng sinh học E5 RON 92-II,17030.0
2021-02-25,Xăng RON 95-III,18080.0
2021-02-25,"Dầu DO 0,05S",13840.0
2021-03-12,Xăng sinh học E5 RON 92-II,17720.0
2021-03-12,Dầu hỏa,13170.0
2021-03-12,"Dầu DO 0,05S",14400.0
2021-03-12,Xăng RON 95-III,18880.0
2021-03-27,Xăng RON 95-III,19040.0
2021-03-27,Xăng sinh học E5 RON 92-II,17850.0
2021-03-27,Dầu hỏa,13000.0
2021-03-27,"Dầu DO 0,05S",14240.0
2021-04-12,"Dầu DO 0,05S",14140.0
2021-04-12,Xăng sinh học E5 RON 92-II,17800.0
2021-04-12,Dầu hỏa,12820.0
2021-04-12,Xăng RON 95-III,18970.0
2021-04-27,"Dầu DO 0,05S",14320.0
2021-04-27,Xăng RON 95-III,19160.0
2021-04-27,Xăng sinh học E5 RON 92-II,17980.0
2021-04-27,Dầu hỏa,13250.0
2021-05-12,Dầu hỏa,13820.0
2021-05-12,"Dầu DO 0,05S",14770.0
2021-05-12,Xăng sinh học E5 RON 92-II,18420.0
2021-05-12,Xăng RON 95-III,19530.0
2021-05-27,Dầu hỏa,13820.0
2021-05-27,Xăng RON 95-III,19530.0
2021-05-27,Xăng sinh học E5 RON 92-II,18420.0
2021-05-27,"Dầu DO 0,05S",14770.0
2021-06-11,Xăng RON 95-III,20160.0
2021-06-11,Xăng sinh học E5 RON 92-II,19040.0
2021-06-11,"Dầu DO 0,05S",15440.0
2021-06-11,Dầu hỏa,14410.0
2021-06-26,Dầu hỏa,15050.0
2021-06-26,"Dầu DO 0,05S",16110.0
2021-06-26,Xăng sinh học E5 RON 92-II,19760.0
2021-06-26,Xăng RON 95-III,20910.0
2021-07-12,"Dầu DO 0,05S",16530.0
2021-07-12,Xăng sinh học E5 RON 92-II,20610.0
2021-07-12,Xăng RON 95-III,21780.0
2021-07-12,Dầu hỏa,15500.0
2021-07-27,Dầu hỏa,15390.0
2021-07-27,"Dầu DO 0,05S",16370.0
2021-07-27,Xăng sinh học E5 RON 92-II,20490.0
2021-07-27,Xăng RON 95-III,21680.0
2021-08-11,Dầu hỏa,15170.0
2021-08-11,Xăng sinh học E5 RON 92-II,20490.0
2021-08-11,"Dầu DO 0,05S",16170.0
2021-08-11,Xăng RON 95-III,21680.0
2021-08-26,"Dầu DO 0,05S",15660.0
2021-08-26,Xăng RON 95-III,21130.0
2021-08-26,Xăng sinh học E5 RON 92-II,19890.0
2021-08-26,Dầu hỏa,14760.0
2021-09-10,Dầu hỏa,15080.0
2021-09-10,Xăng RON 95-III,21390.0
2021-09-10,Xăng sinh học E5 RON 92-II,20140.0
2021-09-10,"Dầu DO 0,05S",16020.0
2021-09-25,Xăng sinh học E5 RON 92-II,20710.0
2021-09-25,Dầu hỏa,15640.0
2021-09-25,Xăng RON 95-III,21940.0
2021-09-25,"Dầu DO 0,05S",16580.0
2021-10-11,Xăng sinh học E5 RON 92-II,21680.0
2021-10-11,Dầu hỏa,16620.0
2021-10-11,Xăng RON 95-III,22870.0
2021-10-11,"Dầu DO 0,05S",17540.0
2021-10-26,"Dầu DO 0,05S",18710.0
2021-10-26,Xăng RON 95-III,24330.0
2021-10-26,Dầu hỏa,17630.0
2021-10-26,Xăng sinh học E5 RON 92-II,23110.0
2021-11-10,Dầu hỏa,17630.0
2021-11-10,Xăng RON 95-III,24990.0
2021-11-10,"Dầu DO 0,05S",18710.0
2021-11-10,Xăng sinh học E5 RON 92-II,23660.0
2021-11-25,Xăng RON 95-III,23900.0
2021-11-25,Xăng sinh học E5 RON 92-II,22910.0
2021-11-25,"Dầu DO 0,05S",18380.0
2021-11-25,Dầu hỏa,17190.0
2021-12-10,Xăng sinh học E5 RON 92-II,22080.0
2021-12-10,Xăng RON 95-III,22800.0
2021-12-10,Dầu hỏa,16320.0
2021-12-10,"Dầu DO 0,05S",17330.0
2021-12-25,"Dầu DO 0,05S",17570.0
2021-12-25,Xăng sinh học E5 RON 92-II,22550.0
2021-12-25,Xăng RON 95-III,23290.0
2021-12-25,Dầu hỏa,16510.0
